numCommande;numBouquet;nbrBouquets;nomFleur;nbrFleurs
;;;Jasmin;7
;;;Rose;2
467;1;1;Hortensia;15
467;2;6;Coquelicot;9
;;;Mimosa;8
468;1;1;Tournesol;5
;;;Jasmin;3
;;;Chrysantheme;3
;;;Hortensia;1
468;2;1;Mimosa;6
;;;Chrysantheme;10
468;3;3;Camelia;10
;;;Chrysantheme;1
;;;Violette;1
;;;Hortensia;2
;;;Rose;2
469;1;1;Glaieul;2
;;;Edelweiss;2
;;;Camelia;2
;;;Lys;2
;;;Tiare;1
469;2;1;Camelia;4
;;;Violette;4
469;3;1;Coquelicot;14
;;;Tiare;6
469;4;1;Dahlia;3
;;;Paquerette;2
;;;Camelia;3
469;5;2;Mimosa;6
;;;Coquelicot;7
470;1;1;Narcisse;9
;;;Dahlia;5
;;;Rose;1
470;2;4;Tiare;3
;;;Camelia;6
471;1;1;Tulipe;14
;;;Paquerette;1
471;2;4;Dahlia;1
;;;Lys;1
;;;Oeillet;3
471;3;2;Narcisse;5
;;;Camelia;1
;;;Rose;2
;;;Jasmin;2
;;;Oeillet;1
472;1;1;Dahlia;1
;;;Paquerette;5
;;;Coquelicot;7
;;;Pivoine;2
;;;Mimosa;1
472;2;6;Mimosa;1
;;;Pivoine;2
;;;Violette;2
;;;Tournesol;1
473;1;1;Hortensia;5
;;;Tournesol;1
;;;Narcisse;2
;;;Tulipe;2
;;;Camelia;1
473;2;1;Rose;6
;;;Hortensia;5
;;;Narcisse;1
;;;Glaieul;2
473;3;4;Coquelicot;3
;;;Pivoine;3
;;;Hortensia;3
474;1;1;Dahlia;14
474;2;6;Tulipe;4
;;;Jasmin;2
;;;Chrysantheme;2
;;;Crocus;2
475;1;1;Narcisse;4
;;;Mimosa;9
;;;Dahlia;3
476;1;1;Chrysantheme;3
;;;Camelia;1
;;;Glaieul;1
476;2;1;Edelweiss;7
;;;Narcisse;1
476;3;1;Tulipe;11
;;;Narcisse;4
;;;Tiare;1
476;4;1;Lys;2
;;;Violette;13
;;;Oeillet;1
477;1;1;Jasmin;2
;;;Tiare;14
;;;Dahlia;2
477;2;3;Hortensia;4
;;;Jasmin;8
477;3;1;Crocus;10
;;;Camelia;3
477;4;2;Anemone;3
;;;Narcisse;3
;;;Crocus;11
;;;Tiare;1
;;;Rose;1
478;1;1;Tournesol;3
;;;Mimosa;10
478;2;1;Edelweiss;13
;;;Chrysantheme;2
;;;Camelia;4
;;;Tournesol;1
478;3;3;Camelia;5
;;;Oeillet;6
;;;Hortensia;7
;;;Rose;1
479;1;1;Tournesol;4
;;;Dahlia;1
479;2;1;Tulipe;3
;;;Coquelicot;5
;;;Pivoine;7
;;;Glaieul;1
479;3;1;Glaieul;9
;;;Camelia;3
;;;Tiare;1
;;;Pivoine;1
479;4;3;Hortensia;12
;;;Camelia;4
;;;Tulipe;1
;;;Pivoine;2
480;1;1;Tiare;4
;;;Crocus;2
480;2;2;Dahlia;1
;;;Mimosa;7
;;;Camelia;2
;;;Edelweiss;4
;;;Tournesol;1
481;1;1;Edelweiss;4
;;;Violette;1
;;;Camelia;1
481;2;2;Rose;2
;;;Anemone;1
;;;Glaieul;2
481;3;3;Tulipe;4
;;;Glaieul;9
;;;Paquerette;2
482;1;1;Camelia;6
;;;Tiare;1
482;2;2;Tournesol;13
;;;Tiare;3
;;;Dahlia;2
483;1;1;Narcisse;5
;;;Tulipe;1
;;;Pivoine;4
;;;Violette;1
;;;Crocus;1
;;;Anemone;1
483;2;1;Narcisse;3
;;;Tournesol;2
;;;Oeillet;3
;;;Violette;1
483;3;1;Mimosa;6
;;;Chrysantheme;1
;;;Glaieul;2
483;4;1;Dahlia;5
;;;Lys;3
;;;Tulipe;8
;;;Hortensia;1
;;;Coquelicot;2
483;5;2;Paquerette;1
;;;Jasmin;2
;;;Oeillet;5
484;1;1;Oeillet;10
;;;Coquelicot;2
;;;Dahlia;5
484;2;5;Jasmin;1
;;;Anemone;1
;;;Mimosa;2
;;;Oeillet;3
485;1;1;Pivoine;2
;;;Narcisse;1
;;;Rose;2
;;;Jasmin;2
;;;Lys;3
485;2;2;Glaieul;5
;;;Chrysantheme;5
;;;Mimosa;6
486;1;1;Crocus;1
;;;Coquelicot;9
486;2;1;Coquelicot;5
;;;Paquerette;4
;;;Chrysantheme;1
;;;Tiare;2
486;3;1;Coquelicot;3
;;;Anemone;2
;;;Dahlia;1
;;;Chrysantheme;1
;;;Mimosa;1
486;4;1;Anemone;13
486;5;1;Crocus;15
;;;Anemone;2
;;;Pivoine;2
486;6;1;Crocus;3
;;;Mimosa;5
;;;Tournesol;1
487;1;1;Tulipe;7
;;;Mimosa;8
487;2;2;Paquerette;8
;;;Crocus;6
;;;Lys;1
487;3;1;Coquelicot;7
;;;Edelweiss;1
487;4;3;Oeillet;13
;;;Pivoine;1
;;;Tulipe;1
;;;Glaieul;2
;;;Jasmin;1
;;;Rose;2
488;1;1;Pivoine;3
;;;Rose;3
;;;Tournesol;2
;;;Narcisse;2
;;;Mimosa;2
;;;Lys;1
;;;Tiare;1
;;;Violette;1
488;2;1;Glaieul;5
;;;Rose;2
;;;Hortensia;2
;;;Pivoine;2
488;3;2;Chrysantheme;3
;;;Tournesol;1
;;;Narcisse;1
;;;Rose;4
488;4;2;Hortensia;12
;;;Narcisse;2
;;;Tournesol;2
;;;Tiare;1
489;1;1;Narcisse;2
;;;Oeillet;3
;;;Rose;2
489;2;2;Pivoine;8
;;;Tiare;1
;;;Rose;2
490;1;1;Glaieul;2
;;;Dahlia;6
;;;Paquerette;1
;;;Edelweiss;1
;;;Pivoine;1
490;2;1;Pivoine;1
;;;Chrysantheme;2
;;;Tiare;2
;;;Dahlia;5
;;;Narcisse;2
490;3;3;Rose;8
;;;Chrysantheme;1
;;;Lys;1
;;;Paquerette;2
491;1;1;Coquelicot;16
;;;Tiare;1
;;;Hortensia;1
491;2;4;Lys;6
;;;Violette;2
491;3;2;Glaieul;1
;;;Tournesol;2
;;;Jasmin;1
;;;Crocus;1
492;1;1;Pivoine;2
;;;Paquerette;5
492;2;4;Edelweiss;10
;;;Camelia;1
;;;Hortensia;1
493;1;1;Chrysantheme;3
;;;Oeillet;2
;;;Camelia;1
;;;Crocus;1
493;2;1;Mimosa;10
493;3;4;Jasmin;6
;;;Tulipe;1
;;;Crocus;4
494;1;1;Tiare;6
;;;Glaieul;3
;;;Mimosa;1
494;2;1;Glaieul;3
;;;Chrysantheme;3
;;;Jasmin;1
;;;Lys;1
494;3;1;Anemone;3
;;;Rose;12
;;;Crocus;1
;;;Coquelicot;1
;;;Lys;1
494;4;4;Tulipe;11
495;1;1;Pivoine;2
;;;Tulipe;3
;;;Rose;2
495;2;2;Anemone;4
;;;Edelweiss;2
;;;Chrysantheme;1
;;;Dahlia;2
;;;Paquerette;1
495;3;1;Rose;16
;;;Edelweiss;2
;;;Jasmin;1
;;;Paquerette;1
495;4;1;Lys;11
;;;Mimosa;2
;;;Paquerette;3
495;5;2;Anemone;4
;;;Edelweiss;3
496;1;1;Tiare;10
;;;Oeillet;5
;;;Lys;1
496;2;1;Anemone;5
;;;Narcisse;2
496;3;1;Paquerette;10
;;;Camelia;4
;;;Crocus;2
496;4;2;Coquelicot;2
;;;Chrysantheme;1
;;;Pivoine;2
497;1;1;Crocus;15
;;;Pivoine;4
;;;Camelia;1
497;2;2;Rose;12
;;;Hortensia;1
498;1;1;Narcisse;10
498;2;3;Paquerette;5
;;;Coquelicot;5
;;;Rose;1
498;3;2;Jasmin;14
;;;Edelweiss;2
;;;Rose;1
499;1;1;Tournesol;6
;;;Tiare;3
;;;Lys;1
499;2;2;Edelweiss;7
;;;Hortensia;1
500;1;1;Chrysantheme;8
;;;Crocus;6
;;;Tournesol;3
;;;Tulipe;1
500;2;3;Hortensia;9
;;;Mimosa;6
;;;Crocus;2
;;;Anemone;1
